propertyid,price,township,neighborhood,censustract,community,zipcode,homeowner,white,black,asian,hispanic,college,medhinc,poverty,walls,rooms,beds,basement,basementfin,centralheat,otherheat,ac,fireplaces,attic,atticfin,fullbathrooms,halfbathrooms,garagesize,garageconstruction,garageattached,porch,squarefoot,age
4802,190000,"16","1604",251100,"Austin",60651,0,.0190609,.9386332,.0260344,.0499768,.0517941,26464,.37024,"Wood frame",5,3,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1,"Wood frame","No","N/A",1403,85
4803,1410000,"14","1430",51300,"North Center",60657,0,.8721581,.0152814,.0831159,.1267238,.6215022,155500,.061119,"Wood frame",6,3,"Full basement","Unfinished","Steam","None","No",0,"Full","Living area",1,0,2,"Wood frame","No","Wood",1008,103
4804,181000,"19","1923",660500,"Chicago Lawn",60629,1,.4416336,.1205276,.4036863,.7945428,.0232601,39750,.277829,"Wood frame",6,3,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1,"Wood frame","No","N/A",1561,107
4805,430000,"14","1428",63302,"Lake View",60657,0,.8458458,.031031,.0970971,.0573073,.678252,67802,.073601,"Masonry",7,3,"Full basement","Formal rec-room","Warm air","None","Yes",1,"None",0,1,1,1,"Masonry","No","N/A",1395,56
4806,785000,"13","1336",240700,"West Town",60647,1,.5120521,.1289902,.3003257,.6,.2672974,55833,.265523,"Wood frame",7,4,"Full basement","Formal rec-room","Warm air","None","Yes",2,"None",0,3,1,0,"N/A",0,"N/A",2347,10
4807,527500,"14","1431",831000,"Logan Square",60647,1,.8517306,.0159027,.1071094,.0884004,.7437208,117180,.013336,"Masonry",6,2,"Slab basement","Unfinished","Warm air","None","Yes",0,"None",0,2,0,2,"Masonry","Yes","N/A",1480,11
4808,433500,"13","1324",160700,"Irving Park",60618,1,.5686408,.0361446,.3429493,.4978788,.27421,64992,.08053,"Masonry",6,3,"Slab basement","Unfinished","Warm air","None","Yes",0,"None",0,2,2,2,"Masonry","Yes","N/A",2159,1
4809,156000,"19","1915",620300,"West Elsdon",60629,0,.6058759,.0121894,.345679,.7268323,.08697,42431,.22021,"Wood frame",7,4,"Full basement","Unfinished","Steam","None","No",0,"Full","Living area",1,0,2,"Wood frame","No","N/A",993,99
4810,372500,"24","2414",740200,"Mount Greenwood",60655,1,.908355,.051474,.0232167,.0783565,.2041631,97824,.024272,"Masonry",8,4,"Full basement","Formal rec-room","Warm air","None","No",0,"Full","Living area",1,1,2,"Wood frame","No","Wood",2134,55
4811,165000,"25","2508",730400,"Washington Heights",60643,0,.0108139,.9701195,.0042686,.0125213,.1516174,50294,.156399,"Wood frame and masonry",5,3,"Partial basement","Formal rec-room","Warm air","None","No",0,"None",0,1,0,0,"N/A",0,"N/A",1120,36
4812,270000,"17","1734",839500,"Douglas",60616,1,.1106796,.8135923,.0576052,.0148867,.3184515,21292,.234155,"Masonry",8,2,"Full basement","Unfinished","Steam","None","No",0,"None",0,1,1,0,"N/A",0,"N/A",2206,118
4813,185000,"25","2505",730202,"Washington Heights",60620,0,.0051364,.9817014,.0032103,.0067416,.11316,45322,.186919,"Masonry",4,2,"Full basement","Unfinished","Warm air","None","No",0,"Full","Living area",1,0,2,"Wood frame","No","N/A",1344,53
4814,1700000,"14","1420",62400,"Lake View",60657,1,.9190711,.0140746,.0471499,.0591133,.6382716,109609,.053704,"Masonry",8,4,"Full basement","Unfinished","Warm air","None","Yes",2,"None",0,3,1,2,"Wood frame","No","N/A",3501,3
4815,195000,"19","1923",650400,"West Lawn",60629,0,.4847991,.05502,.4256266,.8441346,.0363289,44679,.227386,"Masonry",5,3,"Full basement","Formal rec-room","Warm air","None","No",0,"Partial","Unfinished",1,0,1.5,"Wood frame","No","N/A",1040,48
4816,140500,"19","1922",650500,"West Lawn",60629,0,.5464827,.139335,.2791224,.689663,.1344366,44915,.181818,"Wood frame",4,2,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1,"Wood frame","No","N/A",897,55
4817,311000,"13","1320",170200,"Dunning",60634,0,.8224563,.0059096,.1449126,.3311922,.1373513,62851,.053802,"Wood frame",5,3,"Full basement","Formal rec-room","Warm air","None","No",0,"Full","Unfinished",2,0,1.5,"Masonry","No","Wood",1012,80
4818,340000,"13","1309",110501,"Jefferson Park",60630,0,.737659,.0144428,.2095279,.2353956,.2549266,62552,.036688,"Wood frame",8,4,"Slab basement","Unfinished","Warm air","None","No",0,"Full","Living area",1,1,2,"Wood and masonry","No","N/A",1744,80
4819,254000,"13","1330",180100,"Montclare",60634,0,.7118258,.0204678,.2300195,.4337232,.1402945,44760,.141987,"Wood frame",4,2,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1,"Wood frame","No","N/A",1080,84
4820,225000,"16","1605",251300,"Austin",60651,0,.023166,.9349726,.0229628,.0512091,.0453842,30039,.301186,"Wood frame",7,3,"Full basement","Unfinished","Warm air","None","No",0,"Full","Unfinished",2,0,2,"Wood frame","No","N/A",1836,104
4821,555750,"14","1430",51300,"North Center",60657,1,.8721581,.0152814,.0831159,.1267238,.6215022,155500,.061119,"Wood frame",13,5,"Full basement","Formal rec-room","Warm air","None","No",0,"None",0,3,0,2,"Wood frame","No","N/A",2959,114
4822,170000,"10","1025",20200,"West Ridge",60645,0,.6094967,.0925704,.2646795,.1412522,.3034019,62415,.231477,"Masonry",5,3,"Full basement","Unfinished","Warm air","None","Yes",0,"None",0,1,0,0,"N/A",0,"N/A",1157,60
4823,120000,"26","2631",550200,"Hegewisch",60633,1,.7562545,.0300214,.1790565,.4678342,.1323825,53568,.100933,"Masonry",6,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1,"Wood frame","No","N/A",1260,51
4824,170000,"12","1212",100500,"Norwood Park",60656,0,.8795639,.004499,.0873854,.1038242,.2007344,77679,.011016,"Masonry",4,2,"Slab basement","Unfinished","Warm air","None","Yes",0,"None",0,1,0,0,"N/A",0,"N/A",927,69
4825,260000,"13","1320",171100,"Dunning",60634,1,.7413625,.0072993,.2097324,.3749392,.1629525,62222,.045513,"Wood frame",5,3,"Partial basement","Unfinished","Steam","None","No",0,"Full","Living area",1,1,2,"Wood frame","No","N/A",1812,96
4826,225000,"13","1320",150600,"Portage Park",60634,0,.7578669,.0120106,.1871247,.3713668,.1617816,60609,.097274,"Wood frame",5,2,"Full basement","Unfinished","Warm air","None","No",0,"Full","Unfinished",1,0,2,"Wood frame","No","Wood",1086,82
4827,590000,"14","1407",40100,"Lincoln Square",60640,1,.7006273,.0464241,.2102886,.2670012,.3249439,55300,.115624,"Wood frame",7,3,"Full basement","Unfinished","Warm air","None","No",0,"Full","Unfinished",1,0,2,"Wood frame","No","Wood",1680,100
4828,210000,"19","1935",700401,"Ashburn",60652,1,.2307952,.5581631,.1917947,.3331082,.1451679,73949,.057804,"Masonry",4,3,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,1,2,"Wood frame","No","N/A",1146,52
4829,317500,"13","1304",110100,"Jefferson Park",60646,1,.8172821,.0135135,.1318995,.1608298,.1845564,62520,.031763,"Wood frame",4,3,"Partial basement","Formal rec-room","Warm air","None","No",0,"None",0,1,0,1,"Wood frame","No","N/A",1125,48
4830,263500,"13","1301",20702,"West Ridge",60659,0,.5029191,.0772866,.3671115,.1631915,.1800543,41250,.152374,"Masonry",6,3,"Partial basement","Unfinished","Warm air","None","Yes",0,"Partial","Unfinished",1,1,0,"N/A",0,"N/A",1378,53
4831,222500,"13","1327",200200,"Hermosa",60639,0,.428045,.0506726,.4752165,.8660402,.0475713,44868,.160576,"Wood frame",4,2,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,0,"N/A",0,"N/A",966,97
4832,218000,"24","2413",740100,"Mount Greenwood",60655,1,.9386483,.0150919,.0318241,.0902231,.2322795,81151,.021631,"Masonry",7,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,1,2,"Wood frame","No","N/A",1356,62
4833,125000,"19","1917",640300,"Clearing",60638,1,.7821445,.0103667,.1638558,.4497911,.1134192,55952,.076139,"Masonry",5,3,"Full basement","Formal rec-room","Warm air","None","Yes",0,"None",0,1,0,1,"Masonry","No","N/A",1005,55
4834,263000,"16","1613",282700,"Near West Side",60612,1,.2690507,.4499787,.2452107,.2622392,.2641121,54602,.26576,"Masonry",6,3,"Slab basement","Unfinished","Warm air","None","Yes",1,"None",0,2,0,2,"Masonry","Yes","N/A",1718,4
4835,200000,"17","1719",310800,"Lower West Side",60608,0,.4468556,.0236935,.4758636,.880868,.0790118,39635,.202747,"Masonry",4,2,"Full basement","Unfinished","Warm air","None","No",0,"Partial","Unfinished",1,0,0,"N/A",0,"N/A",640,125
4836,920000,"14","1407",31000,"Uptown",60640,0,.7314004,.0454048,.1742341,.2281182,.50577,63433,.073515,"Wood frame",8,4,"Full basement","Formal rec-room","Warm air","None","Yes",1,"None",0,2,1,2,"Wood frame","No","N/A",2468,4
4837,175000,"25","2501",480400,"Calumet Heights",60617,0,.0098707,.9691967,.0069775,.0154867,.2212404,56698,.115039,"Masonry",5,3,"Full basement","Unfinished","Warm air","None","Yes",0,"None",0,1,1,0,"N/A",0,"N/A",1369,50
4838,150000,"19","1908",560800,"Garfield Ridge",60638,0,.8235077,.0025873,.1491406,.350767,.1605667,62731,.055218,"Wood frame",4,2,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1,"Wood frame","No","N/A",864,70
4839,456190,"13","1301",20701,"West Ridge",60659,1,.6384977,.0246479,.2916667,.133216,.3064067,80329,.236769,"Masonry",5,3,"Full basement","Unfinished","Warm air","None","Yes",0,"Full","Unfinished",1,0,1.5,"Wood frame","No","N/A",1338,86
4840,829000,"14","1419",50700,"North Center",60657,1,.8857546,.0218618,.0620592,.074048,.5985651,89268,.041681,"Wood frame",8,3,"Full basement","Formal rec-room","Steam","None","No",0,"Full","Living area",2,0,2,"Wood frame","No","Wood",1428,114
4841,310000,"12","1211",100500,"Norwood Park",60656,0,.8795639,.004499,.0873854,.1038242,.2007344,77679,.011016,"Masonry",6,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1,"Masonry","Yes","N/A",1223,49
4842,214000,"13","1332",191302,"Belmont Cragin",60639,1,.3732618,.0629718,.5252284,.8657132,.0229474,37277,.292632,"Wood frame",5,2,"Full basement","Formal rec-room","Warm air","None","No",0,"Full","Unfinished",1,0,1.5,"Wood frame","No","Wood",1359,85
4843,355000,"20","2003",836000,"Grand Boulevard",60653,1,.0275609,.9462563,.009187,.0137804,.2404883,57227,.366633,"Wood frame and masonry",7,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,2,0,2,"Masonry","No","N/A",3205,112
4844,155000,"19","1925",661100,"Chicago Lawn",60629,1,.3046469,.4539896,.2172119,.4709569,.0822754,45067,.177085,"Masonry",5,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,1,2,"Wood frame","No","Wood",832,63
4845,355000,"13","1320",171100,"Dunning",60634,1,.7413625,.0072993,.2097324,.3749392,.1629525,62222,.045513,"Masonry",5,2,"Full basement","Formal rec-room","Warm air","None","Yes",1,"Full","Unfinished",1,0,1,"Wood frame","No","Wood",1056,63
4846,390000,"17","1707",242900,"West Town",60612,0,.8041916,.0167665,.1491018,.2610779,.56013,47022,.169014,"Wood frame",6,3,"Full basement","Unfinished","Warm air","None","Yes",0,"Partial","Living area",2,0,0,"N/A",0,"N/A",1050,118
4847,530000,"14","1407",31000,"Uptown",60640,1,.7314004,.0454048,.1742341,.2281182,.50577,63433,.073515,"Masonry",6,2,"Slab basement","Unfinished","Warm air","None","Yes",1,"Full","Unfinished",2,1,2,"Masonry","Yes","N/A",1870,4
4848,162000,"19","1935",700401,"Ashburn",60652,0,.2307952,.5581631,.1917947,.3331082,.1451679,73949,.057804,"Wood frame and masonry",4,2,"Full basement","Formal rec-room","Warm air","None","No",0,"Full","Unfinished",1,0,1,"Wood frame","No","N/A",876,53
4849,575000,"13","1322",161100,"Irving Park",60641,1,.7984954,.0462117,.1106932,.161741,.4484937,98704,.110787,"Masonry",6,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,0,0,"N/A",0,"N/A",1173,102
4850,335000,"20","2002",836400,"Oakland",60653,0,.0332326,.9335347,.013763,.0181269,.2312212,23176,.342385,"Masonry",6,3,"Full basement","Formal rec-room","Warm air","None","Yes",0,"None",0,2,1,2,"Wood frame","No","N/A",1724,15
4851,175000,"13","1321",150800,"Portage Park",60641,1,.6859848,.0289773,.2354167,.5382576,.1087181,57953,.150663,"Wood frame",4,2,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,0,"N/A",0,"N/A",1075,85
4852,206500,"13","1316",150300,"Portage Park",60641,0,.8099472,.0125035,.1380939,.2609058,.1734228,55551,.109049,"Wood frame",5,2,"Full basement","Unfinished","Warm air","None","Yes",0,"Full","Unfinished",1,0,2,"Wood frame","No","Wood",1012,91
4853,325000,"16","1613",282700,"Near West Side",60612,0,.2690507,.4499787,.2452107,.2622392,.2641121,54602,.26576,"Masonry",7,2,"Full basement","Unfinished","Warm air","None","Yes",0,"None",0,2,0,2,"Wood frame","No","N/A",2090,140
4854,1165000,"13","1324",843700,"North Center",60618,1,.782239,.0500709,.1346245,.2437411,.4681247,79688,.102839,"Wood frame and masonry",13,4,"Full basement","Formal rec-room","Warm air","None","Yes",0,"None",0,3,1,3,"Wood frame","No","N/A",3044,1
4855,205000,"13","1332",191301,"Belmont Cragin",60639,1,.3789142,.1011673,.476561,.8354641,.0373881,37214,.269967,"Masonry",5,2,"Partial basement","Unfinished","Warm air","None","No",0,"Partial","Unfinished",1,0,0,"N/A",0,"N/A",864,49
4856,370000,"20","2004",842600,"New City",60609,0,.6472296,.0372611,.2813936,.3687394,.1163798,57788,.218007,"Wood frame",7,3,"Full basement","Unfinished","Steam","None","No",0,"Full","Unfinished",1,0,2,"Wood frame","No","N/A",1144,118
4857,105000,"19","1924",660800,"Chicago Lawn",60629,1,.1428815,.6167093,.2163683,.3265132,.0301937,32289,.391177,"Masonry",6,3,"Full basement","Formal rec-room","Steam","None","No",1,"Full","Unfinished",1,1,1.5,"Wood frame","No","Wood",1259,84
4858,185000,"13","1329",190402,"Belmont Cragin",60634,1,.5509344,.0302309,.3629535,.6716746,.100975,37365,.153297,"Wood frame",4,3,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1,"Wood frame","No","N/A",1120,80
4859,350000,"13","1310",140400,"Albany Park",60630,1,.5903013,.0174871,.3357825,.3256429,.195022,43628,.15022,"Masonry",6,3,"Full basement","Unfinished","Steam","None","No",0,"Full","Unfinished",1,0,2,"Wood frame","No","Wood",1252,78
4860,160000,"19","1919",640500,"Clearing",60638,1,.8178173,.0148954,.1435119,.3351475,.1332551,61600,.069563,"Masonry",4,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,1,2,"Wood frame","No","N/A",1080,43
4861,129000,"25","2515",490901,"Roseland",60628,1,.0053971,.9781547,.001542,.0087381,.1092595,26741,.364365,"Masonry",6,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,1,2,"Wood frame","No","N/A",1220,63
4862,179900,"19","1909",835200,"Garfield Ridge",60638,0,.6815534,.0339806,.2616505,.5208738,.0917232,46452,.096065,"Masonry",4,2,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,0,0,"N/A",0,"N/A",827,59
4863,273000,"13","1305",100100,"Norwood Park",60646,1,.8750235,.0077169,.0929795,.1398457,.2762353,64352,.060853,"Wood frame",7,3,"Full basement","Formal rec-room","Warm air","None","No",0,"Full","Living area",1,0,0,"N/A",0,"Wood",896,81
4864,231000,"13","1308",110300,"Jefferson Park",60630,0,.808758,.0087192,.1526836,.1749661,.2384769,67361,.076353,"Wood frame",4,2,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1,"Wood frame","No","N/A",1022,53
4865,191900,"24","2414",740300,"Mount Greenwood",60655,0,.9582007,.0116698,.0157013,.0649268,.2235371,87268,.004164,"Wood frame and masonry",5,2,"Full basement","Formal rec-room","Warm air","None","No",0,"None",0,1,0,0,"N/A",0,"N/A",937,51
4866,889000,"14","1407",40100,"Lincoln Square",60640,0,.7006273,.0464241,.2102886,.2670012,.3249439,55300,.115624,"Wood frame",4,2,"Full basement","Unfinished","Warm air","None","No",0,"Partial","Unfinished",1,0,1,"Wood frame","No","N/A",838,106
4867,235000,"13","1319",171000,"Dunning",60634,1,.8211884,.0111157,.1380541,.2431728,.1741742,58100,.079195,"Masonry",5,2,"Full basement","Formal rec-room","Steam","None","No",0,"Full","Unfinished",1,1,1.5,"Wood frame","No","Wood",1077,75
4868,386000,"13","1328",190300,"Belmont Cragin",60641,1,.6529168,.0172592,.284087,.6325509,.0860604,42730,.121859,"Masonry",5,3,"Full basement","Unfinished","Steam","None","No",0,"Full","Unfinished",1,0,2,"Masonry","No","Wood",1140,84
4869,550000,"13","1313",140800,"Albany Park",60625,1,.6413187,.0335531,.2776557,.407326,.3293261,67880,.147558,"Masonry",8,4,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,1,2,"Wood frame","No","Wood",1656,84
4870,279000,"13","1314",140601,"Albany Park",60625,0,.4856425,.0233309,.4529792,.6051687,.1265738,45972,.269935,"Wood frame",4,2,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,0,"N/A",0,"N/A",1048,90
4871,280000,"17","1718",838000,"Near West Side",60612,0,.1772745,.7145646,.0749707,.077704,.2274864,21979,.445196,"Wood frame",6,3,"Full basement","Unfinished","Warm air","None","Yes",0,"None",0,1,1,2,"Wood frame","No","N/A",1545,10
4872,200000,"19","1910",570500,"Archer Heights",60632,1,.5987002,.0174655,.3444354,.7095857,.057727,40456,.140309,"Masonry",5,2,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,0,2,"Wood frame","No","N/A",1028,50
4873,155000,"19","1912",630400,"Gage Park",60632,0,.4725399,.0076239,.4931526,.9367499,.0344729,32886,.331339,"Masonry",5,3,"Full basement","Unfinished","Steam","None","No",0,"Full","Unfinished",1,0,2,"Wood frame","No","N/A",1090,76
4874,154000,"16","1613",837300,"East Garfield Park",60612,0,.0604108,.9081756,.0229561,.0467177,.0786614,25222,.365059,"Masonry",7,4,"Slab basement","Unfinished","Warm air","None","Yes",0,"None",0,2,0,2,"Masonry","Yes","N/A",1840,1
4875,205000,"13","1316",150200,"Portage Park",60641,1,.7375332,.0234748,.190053,.3111406,.2421279,51205,.230523,"Wood frame",5,3,"Partial basement","Unfinished","Warm air","None","Yes",0,"Partial","Unfinished",1,0,2,"Wood frame","No","Wood",1130,93
4876,237400,"19","1918",561000,"Garfield Ridge",60638,1,.884131,.0065879,.0895175,.2466576,.1691602,62500,.093756,"Masonry",5,3,"Full basement","Unfinished","Warm air","None","Yes",0,"Full","Unfinished",1,0,2,"Masonry","No","N/A",1131,56
4877,520000,"17","1707",243100,"West Town",60622,1,.6226583,.0307761,.3140053,.4950937,.3216165,68446,.137234,"Wood frame and masonry",7,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,2,0,0,"N/A",0,"N/A",1248,112
4878,210000,"12","1225",170900,"Dunning",60634,1,.765324,.012843,.1751314,.2883829,.1032672,59782,.049008,"Masonry",5,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,0,2,"Wood frame","No","N/A",864,48
4879,165000,"19","1909",560700,"Garfield Ridge",60638,0,.7626292,.0117681,.1831228,.5031573,.083259,44286,.175736,"Wood frame",4,2,"crawlspace","Unfinished","Warm air","None","No",0,"Partial","Unfinished",1,0,0,"N/A",0,"N/A",786,82
4880,350000,"14","1418",31900,"Uptown",60640,0,.7782118,.0716146,.1063368,.1484375,.4906391,67273,.149344,"Masonry",4,2,"Slab basement","Unfinished","Warm air","None","Yes",1,"None",0,1,1,2,"Masonry","Yes","N/A",1200,109
4881,196350,"20","2034",440201,"Chatham",60619,0,.0025692,.9810277,.0047431,.0110672,.1421555,26596,.346335,"Masonry",5,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,2,0,2,"Wood frame","No","N/A",1536,86
4882,371000,"13","1306",100300,"Norwood Park",60631,1,.9234256,.0046948,.0535859,.0971345,.2104746,57163,.065241,"Wood frame",5,3,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,0,"N/A",0,"N/A",1341,36
4883,439000,"25","2507",720200,"Beverly",60643,1,.3976594,.558516,.0134462,.0413347,.2850174,69701,.140534,"Masonry",6,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,2,1,2,"Masonry","Yes","N/A",1828,50
4884,218000,"12","1225",170900,"Dunning",60707,0,.765324,.012843,.1751314,.2883829,.1032672,59782,.049008,"Masonry",4,2,"Full basement","Unfinished","Warm air","None","No",0,"Partial","Unfinished",1,0,0,"N/A",0,"N/A",792,53
